RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	Locus	LocusTag	ProteinProduct	Length	COGs	ProteinName
chr	NC_012967.1	3632322	3633326	-	8177614	dppF	ECB_03391	YP_003046572.1	334	-	dipeptide transporter ATP-binding subunit
chr	NC_012967.1	3633323	3634306	-	8179274	dppD	ECB_03392	YP_003046573.1	327	-	dipeptide transporter ATP-binding subunit
chr	NC_012967.1	3634317	3635219	-	8177615	dppC	ECB_03393	YP_003046574.1	300	-	dipeptide transporter
chr	NC_012967.1	3635229	3636248	-	8178737	dppB	ECB_03394	YP_003046575.1	339	-	dipeptide transporter permease DppB
chr	NC_012967.1	3636556	3638163	-	8177616	dppA	ECB_03395	YP_003046576.1	535	-	dipeptide transporter
chr	NC_012967.1	3639242	3640933	-	8177617	yhjW	ECB_03396	YP_003046577.1	563	-	phosphoethanolamine transferase
chr	NC_012967.1	3641257	3642465	-	8177618	yhjX	ECB_03397	YP_003046578.1	402	-	putative transporter
chr	NC_012967.1	3642694	3643392	-	8178739	yhjY	ECB_03398	YP_003046579.1	232	-	hypothetical protein ECB_03398
chr	NC_012967.1	3643550	3644113	+	8178740	tag	ECB_03399	YP_003046580.1	187	-	3-methyl-adenine DNA glycosylase I
chr	NC_012967.1	3644110	3644550	+	8177619	yiaC	ECB_03400	YP_003046581.1	146	-	hypothetical protein ECB_03400
chr	NC_012967.1	3644519	3646798	-	8177620	bisC	ECB_03401	YP_003046582.1	759	-	biotin sulfoxide reductase
chr	NC_012967.1	3647005	3647664	+	8178741	yiaD	ECB_03402	YP_003046583.1	219	-	putative outer membrane lipoprotein
chr	NC_012967.1	3647768	3648742	+	8177621	tkrA	ECB_03403	YP_003046584.1	324	-	2-ketoaldonate reductase/glyoxylate reductase B
chr	NC_012967.1	3648792	3649502	-	8178742	yiaF	ECB_03404	YP_003046585.1	236	-	hypothetical protein ECB_03404
chr	NC_012967.1	3649936	3650226	+	8177622	yiaG	ECB_03405	YP_003046586.1	96	-	putative transcriptional regulator
chr	NC_012967.1	3650507	3650719	+	8177623	cspA	ECB_03406	YP_003046587.1	70	-	major cold shock protein
chr	NC_012967.1	3650906	3651058	-	8177624	hokA	ECB_03407	YP_003046588.1	50	-	small toxic polypeptide
chr	NC_012967.1	3651138	3651659	+	8177625	insJ-4	ECB_03408	YP_003046589.1	173	-	IS150 transposase A
chr	NC_012967.1	3651656	3652507	+	8177626	insK-4	ECB_03409	YP_003046590.1	283	-	IS150 putative transposase
chr	NC_012967.1	3652786	3654855	-	8179275	glyS	ECB_03410	YP_003046591.1	689	-	glycyl-tRNA synthetase subunit beta
chr	NC_012967.1	3654865	3655776	-	8177627	glyQ	ECB_03411	YP_003046592.1	303	-	glycyl-tRNA synthetase subunit alpha
chr	NC_012967.1	3655871	3656170	-	8177628	-	ECB_03412	YP_003046593.1	99	-	hypothetical protein ECB_03412
chr	NC_012967.1	3656345	3657340	+	8177629	yiaH	ECB_03413	YP_003046594.1	331	-	inner membrane protein
chr	NC_012967.1	3657382	3657819	-	8177630	yiaA	ECB_03414	YP_003046595.1	145	-	hypothetical protein ECB_03414
chr	NC_012967.1	3657865	3658206	-	8177631	yiaB	ECB_03415	YP_003046596.1	113	-	hypothetical protein ECB_03415
chr	NC_012967.1	3658375	3659829	-	8178743	xylB	ECB_03416	YP_003046597.1	484	-	xylulokinase
chr	NC_012967.1	3659901	3661223	-	8177632	xylA	ECB_03417	YP_003046598.1	440	-	xylose isomerase
chr	NC_012967.1	3661589	3662581	+	8177633	xylF	ECB_03418	YP_003046599.1	330	-	D-xylose transporter subunit XylF
chr	NC_012967.1	3664176	3665357	+	8177635	xylH	ECB_03420	YP_003046600.1	393	-	D-xylose transporter subunit
chr	NC_012967.1	3665435	3666613	+	8178744	xylR	ECB_03421	YP_003046601.1	392	-	DNA-binding transcriptional activator, xylose-binding
chr	NC_012967.1	3666809	3667633	-	8177636	bax	ECB_03422	YP_003046602.1	274	-	hypothetical protein ECB_03422
chr	NC_012967.1	3667953	3669983	+	8177637	malS	ECB_03423	YP_003046603.1	676	-	periplasmic alpha-amylase precursor
chr	NC_012967.1	3670161	3671414	+	8177638	avtA	ECB_03424	YP_003046604.1	417	-	valine--pyruvate transaminase
chr	NC_012967.1	3671565	3672038	-	8177639	yiaI	ECB_03425	YP_003046605.1	157	-	putative hydrogenase, 4Fe-4S ferredoxin-type component
chr	NC_012967.1	3672140	3672988	-	8179276	yiaJ	ECB_03426	YP_003046606.1	282	-	putative DNA-binding transcriptional repressor
chr	NC_012967.1	3673189	3674187	+	8177640	yiaK	ECB_03427	YP_003046607.1	332	-	2,3-diketo-L-gulonate reductase
chr	NC_012967.1	3674199	3674666	+	8177641	yiaL	ECB_03428	YP_003046608.1	155	-	hypothetical protein ECB_03428
chr	NC_012967.1	3674784	3675257	+	8179277	yiaM	ECB_03429	YP_003046609.1	157	-	2,3-diketo-L-gulonate TRAP transporter small permease YiaM
chr	NC_012967.1	3675260	3676537	+	8177642	yiaN	ECB_03430	YP_003046610.1	425	-	putative transporter
chr	NC_012967.1	3676550	3677536	+	8179278	yiaO	ECB_03431	YP_003046611.1	328	-	putative transporter
chr	NC_012967.1	3677540	3679036	+	8177643	lyxK	ECB_03432	YP_003046612.1	498	-	L-xylulose kinase
chr	NC_012967.1	3679033	3679695	+	8177644	sgbH	ECB_03433	YP_003046613.1	220	-	3-keto-L-gulonate-6-phosphate decarboxylase
chr	NC_012967.1	3679688	3680548	+	8177645	sgbU	ECB_03434	YP_003046614.1	286	-	putative L-xylulose 5-phosphate 3-epimerase
chr	NC_012967.1	3680542	3681237	+	8177646	sgbE	ECB_03435	YP_003046615.1	231	-	L-ribulose-5-phosphate 4-epimerase
chr	NC_012967.1	3681269	3682084	-	8178745	-	ECB_03436	YP_003046616.1	271	-	putative regulatory protein
chr	NC_012967.1	3682310	3683710	+	8177647	-	ECB_03437	YP_003046617.1	466	-	putative permease
chr	NC_012967.1	3683721	3685700	+	8178746	-	ECB_03438	YP_003046618.1	659	-	hypothetical protein ECB_03438
chr	NC_012967.1	3685821	3686561	-	8177648	yiaT	ECB_03439	YP_003046619.1	246	-	hypothetical protein ECB_03439
chr	NC_012967.1	3686685	3687659	+	8177649	yiaU	ECB_03440	YP_003046620.1	324	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	3687656	3688792	-	8178747	yiaV	ECB_03441	YP_003046621.1	378	-	membrane fusion protein (MFP) component of efflux pump, signal anchor
chr	NC_012967.1	3688798	3689121	-	8177650	yiaW	ECB_03442	YP_003046622.1	107	-	inner membrane protein
chr	NC_012967.1	3689666	3691204	-	8177651	aldB	ECB_03443	YP_003046623.1	512	-	aldehyde dehydrogenase B
chr	NC_012967.1	3691369	3692520	-	8177652	yiaY	ECB_03444	YP_003046624.1	383	-	putative alcohol dehydrogenase
chr	NC_012967.1	3692710	3694554	-	8177653	selB	ECB_03445	YP_003046625.1	614	-	selenocysteinyl-tRNA-specific translation factor
chr	NC_012967.1	3694551	3695942	-	8179279	selA	ECB_03446	YP_003046626.1	463	-	selenocysteine synthase
chr	NC_012967.1	3696040	3696648	-	8177654	yibF	ECB_03447	YP_003046627.1	202	-	putative glutathione S-transferase
chr	NC_012967.1	3696877	3701010	+	8177655	rhsA	ECB_03448	YP_003046628.1	1377	-	rhsA element core protein RshA
chr	NC_012967.1	3701031	3701873	+	8177656	yibA	ECB_03449	YP_003046629.1	280	-	hypothetical protein ECB_03449
chr	NC_012967.1	3701915	3702859	+	8177657	yibJ	ECB_03450	YP_003046630.1	314	-	putative Rhs-family protein
chr	NC_012967.1	3702871	3703332	+	8179280	yibG	ECB_03451	YP_003046631.1	153	-	hypothetical protein ECB_03451
chr	NC_012967.1	3704936	3706072	-	8177658	yibH	ECB_03452	YP_003046632.1	378	-	hypothetical protein ECB_03452
chr	NC_012967.1	3706075	3706437	-	8177659	yibI	ECB_03453	YP_003046633.1	120	-	putative inner membrane protein
chr	NC_012967.1	3706974	3708887	+	8177660	mtlA	ECB_03454	YP_003046634.1	637	-	PTS system mannitol-specific transporter subunit IIABC
chr	NC_012967.1	3709117	3710265	+	8177661	mtlD	ECB_03455	YP_003046635.1	382	-	mannitol-1-phosphate 5-dehydrogenase
chr	NC_012967.1	3710265	3710852	+	8178748	mtlR	ECB_03456	YP_003046636.1	195	-	mannitol repressor protein
chr	NC_012967.1	3710864	3711073	-	8177662	-	ECB_03457	YP_003046637.1	69	-	hypothetical protein ECB_03457
chr	NC_012967.1	3711358	3711720	+	8178749	yibL	ECB_03458	YP_003046638.1	120	-	hypothetical protein ECB_03458
chr	NC_012967.1	3712264	3712947	+	8177663	-	ECB_03459	YP_003046639.1	227	-	hypothetical protein ECB_03459
chr	NC_012967.1	3712991	3717841	+	8177664	-	ECB_03460	YP_003046640.1	1616	-	putative adhesin
chr	NC_012967.1	3718209	3719864	+	8178750	lldP	ECB_03461	YP_003046641.1	551	-	L-lactate permease
chr	NC_012967.1	3719864	3720640	+	8177665	lldR	ECB_03462	YP_003046642.1	258	-	DNA-binding transcriptional repressor LldR
chr	NC_012967.1	3720637	3721827	+	8177666	lldD	ECB_03463	YP_003046643.1	396	-	L-lactate dehydrogenase
chr	NC_012967.1	3721981	3722454	+	8177667	yibK	ECB_03464	YP_003046644.1	157	-	putative tRNA/rRNA methyltransferase YibK
chr	NC_012967.1	3722507	3723328	-	8177668	cysE	ECB_03465	YP_003046645.1	273	-	serine acetyltransferase
chr	NC_012967.1	3723408	3724427	-	8179281	gpsA	ECB_03466	YP_003046646.1	339	-	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
chr	NC_012967.1	3724427	3724894	-	8177669	secB	ECB_03467	YP_003046647.1	155	-	preprotein translocase subunit SecB
chr	NC_012967.1	3724957	3725208	-	8177670	grxC	ECB_03468	YP_003046648.1	83	-	glutaredoxin 3
chr	NC_012967.1	3725350	3725781	-	8177671	yibN	ECB_03469	YP_003046649.1	143	-	putative rhodanese-related sulfurtransferase
chr	NC_012967.1	3726026	3727570	+	8177672	yibO	ECB_03470	YP_003046650.1	514	-	phosphoglyceromutase
chr	NC_012967.1	3727604	3728863	+	8179282	yibP	ECB_03471	YP_003046651.1	419	-	hypothetical protein ECB_03471
chr	NC_012967.1	3728867	3729826	+	8177673	yibQ	ECB_03472	YP_003046652.1	319	-	putative polysaccharide deacetylase
chr	NC_012967.1	3729813	3730847	-	8177674	yibD	ECB_03473	YP_003046653.1	344	-	putative glycosyl transferase
chr	NC_012967.1	3731086	3732111	-	8177675	tdh	ECB_03474	YP_003046654.1	341	-	L-threonine 3-dehydrogenase
chr	NC_012967.1	3732121	3733317	-	8177676	kbl	ECB_03475	YP_003046655.1	398	-	2-amino-3-ketobutyrate coenzyme A ligase
chr	NC_012967.1	3733531	3734463	+	8178751	rfaD	ECB_03476	YP_003046656.1	310	-	ADP-L-glycero-D-mannoheptose-6-epimerase
chr	NC_012967.1	3734473	3735519	+	8177677	waaF	ECB_03477	YP_003046657.1	348	-	ADP-heptose:LPS heptosyltransferase II
chr	NC_012967.1	3735523	3736503	+	8178752	waaC	ECB_03478	YP_003046658.1	326	-	ADP-heptose:LPS heptosyl transferase I
chr	NC_012967.1	3736573	3737826	-	8177678	waaL	ECB_03479	YP_003046659.1	417	-	Lipid A-core, surface polymer ligase
chr	NC_012967.1	3737872	3738855	-	8177679	waaV	ECB_03480	YP_003046660.1	327	-	putative beta1,3-glucosyltransferase
chr	NC_012967.1	3738940	3739965	-	8178753	waaW	ECB_03481	YP_003046661.1	341	-	UDP-galactose:(Galactosyl) LPS alpha1,2-galactosyltransferase
chr	NC_012967.1	3739991	3740539	-	8177680	waaY	ECB_03482	YP_003046662.1	182	-	lipopolysaccharide core biosynthesis protein
chr	NC_012967.1	3741213	3741716	-	8177682	insB-24	ECB_03484	YP_003046663.1	167	-	IS1 protein InsB
chr	NC_012967.1	3741635	3741910	-	8177683	insA-24	ECB_03485	YP_003046664.1	91	-	IS1 protein InsA
chr	NC_012967.1	3742481	3743497	-	8179283	waaO	ECB_03486	YP_003046665.1	338	-	UDP-glucose:(Glucosyl) LPS alpha1,3-glucosyltransferase WaaO
chr	NC_012967.1	3743513	3744319	-	8177684	waaP	ECB_03487	YP_003046666.1	268	-	kinase that phosphorylates core heptose of lipopolysaccharide
chr	NC_012967.1	3744303	3745427	-	8177685	waaG	ECB_03488	YP_003046667.1	374	-	glucosyltransferase I
chr	NC_012967.1	3745424	3746482	-	8177686	waaQ	ECB_03489	YP_003046668.1	352	-	lipopolysaccharide core biosynthesis protein
chr	NC_012967.1	3746895	3748172	+	8177687	waaA	ECB_03490	YP_003046669.1	425	-	3-deoxy-D-manno-octulosonic-acid transferase
chr	NC_012967.1	3748180	3748659	+	8179284	coaD	ECB_03491	YP_003046670.1	159	-	phosphopantetheine adenylyltransferase
chr	NC_012967.1	3748698	3749507	-	8177688	mutM	ECB_03492	YP_003046671.1	269	-	formamidopyrimidine-DNA glycosylase
chr	NC_012967.1	3749605	3749772	-	8177689	rpmG	ECB_03493	YP_003046672.1	55	-	50S ribosomal protein L33
chr	NC_012967.1	3749793	3750029	-	8178754	rpmB	ECB_03494	YP_003046673.1	78	-	50S ribosomal protein L28
chr	NC_012967.1	3750246	3750914	-	8177690	radC	ECB_03495	YP_003046674.1	222	-	DNA repair protein RadC
chr	NC_012967.1	3751086	3752306	+	8177691	dfp	ECB_03496	YP_003046675.1	406	-	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
chr	NC_012967.1	3752287	3752742	+	8179285	dut	ECB_03497	YP_003046676.1	151	-	deoxyuridine 5\'-triphosphate nucleotidohydrolase
chr	NC_012967.1	3752849	3753445	+	8177692	slmA	ECB_03498	YP_003046677.1	198	-	nucleoid occlusion protein
chr	NC_012967.1	3753482	3754123	-	8177693	pyrE	ECB_03499	YP_003046678.1	213	-	orotate phosphoribosyltransferase
chr	NC_012967.1	3754189	3754905	-	8179286	rph	ECB_03500	YP_003046679.1	238	-	ribonuclease PH
chr	NC_012967.1	3755032	3755895	+	8177694	yicC	ECB_03501	YP_003046680.1	287	-	hypothetical protein ECB_03501
chr	NC_012967.1	3756104	3756940	+	8177695	dinD	ECB_03502	YP_003046681.1	278	-	DNA-damage-inducible protein D
chr	NC_012967.1	3757231	3757848	+	8177696	yicG	ECB_03503	YP_003046682.1	205	-	inner membrane protein
chr	NC_012967.1	3757845	3759527	-	8177697	ligB	ECB_03504	YP_003046683.1	560	-	NAD-dependent DNA ligase LigB
chr	NC_012967.1	3759785	3760408	+	8177698	gmk	ECB_03505	YP_003046684.1	207	-	guanylate kinase
chr	NC_012967.1	3760463	3760738	+	8177699	rpoZ	ECB_03506	YP_003046685.1	91	-	DNA-directed RNA polymerase subunit omega
chr	NC_012967.1	3760757	3762865	+	8178755	spoT	ECB_03507	YP_003046686.1	702	-	bifunctional (p)ppGpp synthetase II/ guanosine-3\',5\'-bis pyrophosphate 3\'-pyrophosphohydrolase
chr	NC_012967.1	3762872	3763561	+	8178756	trmH	ECB_03508	YP_003046687.1	229	-	tRNA guanosine-2\'-O-methyltransferase
chr	NC_012967.1	3763567	3765648	+	8177700	recG	ECB_03509	YP_003046688.1	693	-	ATP-dependent DNA helicase RecG
chr	NC_012967.1	3765633	3766427	-	8179287	-	ECB_03510	YP_003046689.1	264	-	hypothetical protein ECB_03510
chr	NC_012967.1	3766502	3767707	-	8177701	gltS	ECB_03511	YP_003046690.1	401	-	glutamate transporter
chr	NC_012967.1	3767987	3769378	+	8177702	yicE	ECB_03512	YP_003046691.1	463	-	putative transporter
chr	NC_012967.1	3769499	3771208	+	8177703	yicH	ECB_03513	YP_003046692.1	569	-	hypothetical protein ECB_03513
chr	NC_012967.1	3771261	3773579	-	8177704	yicI	ECB_03514	YP_003046693.1	772	-	alpha-xylosidase YicI
chr	NC_012967.1	3773589	3774971	-	8177705	yicJ	ECB_03515	YP_003046694.1	460	-	putative transporter
chr	NC_012967.1	3775658	3776842	+	8179288	-	ECB_03516	YP_003046695.1	394	-	Int
chr	NC_012967.1	3777253	3778296	+	8177707	-	ECB_03517	YP_003046696.1	347	-	ShiA-like protein
chr	NC_012967.1	3778439	3778669	+	8177708	-	ECB_03518	YP_003046697.1	76	-	hypothetical protein ECB_03518
chr	NC_012967.1	3778694	3779788	-	8179289	-	ECB_03519	YP_003046698.1	364	-	putative transcriptional regulator
chr	NC_012967.1	3779969	3781327	+	8177709	-	ECB_03520	YP_003046699.1	452	-	hypothetical protein ECB_03520
chr	NC_012967.1	3781336	3783723	+	8177710	-	ECB_03521	YP_003046700.1	795	-	hypothetical protein ECB_03521
chr	NC_012967.1	3784371	3784856	+	8177711	-	ECB_03522	YP_003046701.1	161	-	Single-strand binding protein (SSB) (Helix-destabilizing protein)
chr	NC_012967.1	3784910	3786073	+	8177712	-	ECB_03523	YP_003046702.1	387	-	TrbC-like protein
chr	NC_012967.1	3785920	3786267	-	8177713	-	ECB_03524	YP_003046703.1	115	-	transposase
chr	NC_012967.1	3786384	3786722	-	8177714	-	ECB_03525	YP_003046704.1	112	-	hypothetical protein ECB_03525
chr	NC_012967.1	3786807	3786962	-	8178757	-	ECB_03526	YP_003046705.1	51	-	hypothetical protein ECB_03526
chr	NC_012967.1	3787090	3787392	+	8178758	-	ECB_03527	YP_003046706.1	100	-	hypothetical protein ECB_03527
chr	NC_012967.1	3787959	3788213	-	8178759	-	ECB_03530	YP_003046707.1	84	-	hypothetical protein ECB_03530
chr	NC_012967.1	3788241	3791738	+	8177716	-	ECB_03531	YP_003046708.1	1165	-	hypothetical protein ECB_03531
chr	NC_012967.1	3791895	3792308	+	8177717	-	ECB_03532	YP_003046709.1	137	-	hypothetical protein ECB_03532
chr	NC_012967.1	3792373	3792555	-	8177718	-	ECB_03533	YP_003046710.1	60	-	hypothetical protein ECB_03533
chr	NC_012967.1	3792598	3792744	-	8177719	-	ECB_03534	YP_003046711.1	48	-	hypothetical protein ECB_03534
chr	NC_012967.1	3792771	3793127	+	8177720	ykgN	ECB_03535	YP_003046712.1	118	-	putative IS protein
chr	NC_012967.1	3793084	3794208	+	8177721	insI	ECB_03536	YP_003046713.1	374	-	IS30 transposase
chr	NC_012967.1	3794106	3794471	+	8179290	-	ECB_03537	YP_003046714.1	121	-	hypothetical protein ECB_03537
chr	NC_012967.1	3794468	3794956	+	8177722	-	ECB_03538	YP_003046715.1	162	-	hypothetical protein ECB_03538
chr	NC_012967.1	3794923	3795165	+	8177723	-	ECB_03539	YP_003046716.1	80	-	Aec78
chr	NC_012967.1	3795250	3796095	+	8179291	-	ECB_03540	YP_003046717.1	281	-	hypothetical protein ECB_03540
chr	NC_012967.1	3796354	3796503	+	8177724	-	ECB_03541	YP_003046718.1	49	-	hypothetical protein ECB_03541
chr	NC_012967.1	3796885	3798069	+	8177725	yicK	ECB_03542	YP_003046719.1	394	-	putative sugar efflux system
chr	NC_012967.1	3798180	3799103	+	8177726	yicL	ECB_03543	YP_003046720.1	307	-	putative inner membrane protein
chr	NC_012967.1	3799107	3799925	-	8177727	nlpA	ECB_03544	YP_003046721.1	272	-	cytoplasmic membrane lipoprotein-28
chr	NC_012967.1	3800147	3800440	+	8177728	-	ECB_03545	YP_003046722.1	97	-	hypothetical protein ECB_03545
chr	NC_012967.1	3800481	3801836	-	8177729	nepI	ECB_03546	YP_003046723.1	451	-	ribonucleoside transporter
chr	NC_012967.1	3801882	3802334	-	8178760	yicN	ECB_03547	YP_003046724.1	150	-	hypothetical protein ECB_03547
chr	NC_012967.1	3802387	3803721	-	8178761	yicO	ECB_03548	YP_003046725.1	444	-	putative xanthine/uracil permase
chr	NC_012967.1	3803896	3805662	+	8177730	ade	ECB_03549	YP_003046726.1	588	-	cryptic adenine deaminase
chr	NC_012967.1	3805708	3807099	-	8178762	uhpT	ECB_03550	YP_003046727.1	463	-	sugar phosphate antiporter
chr	NC_012967.1	3807237	3808556	-	8177731	uhpC	ECB_03551	YP_003046728.1	439	-	regulatory protein UhpC
chr	NC_012967.1	3808566	3810068	-	8177732	uhpB	ECB_03552	YP_003046729.1	500	-	sensory histidine kinase UhpB
chr	NC_012967.1	3810068	3810658	-	8177733	uhpA	ECB_03553	YP_003046730.1	196	-	DNA-binding transcriptional activator UhpA
chr	NC_012967.1	3810733	3811023	-	8177734	ilvN	ECB_03554	YP_003046731.1	96	-	acetolactate synthase 1 regulatory subunit
chr	NC_012967.1	3811027	3812715	-	8177735	ilvB	ECB_03555	YP_003046732.1	562	-	acetolactate synthase catalytic subunit
chr	NC_012967.1	3812821	3812919	-	8177736	ivbL	ECB_03556	YP_003046733.1	32	-	ilvB operon leader peptide
chr	NC_012967.1	3813853	3815037	+	8179292	emrD	ECB_03557	YP_003046734.1	394	-	multidrug resistance protein D
chr	NC_012967.1	3815045	3815542	-	8177737	yidF	ECB_03558	YP_003046735.1	165	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	3815539	3815901	-	8177738	yidG	ECB_03559	YP_003046736.1	120	-	putative inner membrane protein
chr	NC_012967.1	3815891	3816238	-	8179293	yidH	ECB_03560	YP_003046737.1	115	-	inner membrane protein
chr	NC_012967.1	3816347	3816796	+	8177739	yidI	ECB_03561	YP_003046738.1	149	-	putative inner membrane protein
chr	NC_012967.1	3816843	3818336	-	8177740	yidJ	ECB_03562	YP_003046739.1	497	-	putative sulfatase/phosphatase
chr	NC_012967.1	3818333	3820048	-	8177741	yidK	ECB_03563	YP_003046740.1	571	-	putative symporter YidK
chr	NC_012967.1	3820185	3821108	+	8177742	yidL	ECB_03564	YP_003046741.1	307	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	3821105	3822427	-	8177743	glvG	ECB_03565	YP_003046742.1	440	-	putative 6-phospho-beta-glucosidase
chr	NC_012967.1	3822427	3824043	-	8177744	glvBC	ECB_03566	YP_003046743.1	538	-	PTS system arbutin-specific transporter subunit IIBC
chr	NC_012967.1	3824973	3826634	-	8177745	yidE	ECB_03568	YP_003046744.1	553	-	hypothetical protein ECB_03568
chr	NC_012967.1	3826830	3827231	-	8177746	ibpB	ECB_03569	YP_003046745.1	133	-	heat shock chaperone IbpB
chr	NC_012967.1	3827370	3827783	-	8178764	ibpA	ECB_03570	YP_003046746.1	137	-	heat shock protein IbpA
chr	NC_012967.1	3828089	3828421	+	8177747	yidQ	ECB_03571	YP_003046747.1	110	-	hypothetical protein ECB_03571
chr	NC_012967.1	3828423	3829637	-	8177748	yidR	ECB_03572	YP_003046748.1	404	-	hypothetical protein ECB_03572
chr	NC_012967.1	3829738	3830802	+	8177749	yidS	ECB_03573	YP_003046749.1	354	-	putative oxidoreductase
chr	NC_012967.1	3830799	3832091	-	8177750	dgoT	ECB_03574	YP_003046750.1	430	-	D-galactonate transporter
chr	NC_012967.1	3832211	3833359	-	8177751	dgoD	ECB_03575	YP_003046751.1	382	-	galactonate dehydratase
chr	NC_012967.1	3833356	3833973	-	8178765	dgoA	ECB_03576	YP_003046752.1	205	-	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
chr	NC_012967.1	3833957	3834835	-	8177752	dgoK	ECB_03577	YP_003046753.1	292	-	2-oxo-3-deoxygalactonate kinase
chr	NC_012967.1	3834832	3835521	-	8177753	dgoR	ECB_03578	YP_003046754.1	229	-	putative DNA-binding transcriptional regulator
chr	NC_012967.1	3835799	3836455	+	8177754	yidX	ECB_03579	YP_003046755.1	218	-	hypothetical protein ECB_03579
chr	NC_012967.1	3836501	3837313	-	8177755	yidA	ECB_03580	YP_003046756.1	270	-	sugar phosphatase
chr	NC_012967.1	3837428	3837826	-	8178766	yidB	ECB_03581	YP_003046757.1	132	-	hypothetical protein ECB_03581
chr	NC_012967.1	3838066	3840480	-	8177756	gyrB	ECB_03582	YP_003046758.1	804	-	DNA gyrase subunit B
chr	NC_012967.1	3840509	3841582	-	8177757	recF	ECB_03583	YP_003046759.1	357	-	recombination protein F
chr	NC_012967.1	3841582	3842682	-	8177758	dnaN	ECB_03584	YP_003046760.1	366	-	DNA polymerase III subunit beta
chr	NC_012967.1	3842687	3844090	-	8177759	dnaA	ECB_03585	YP_003046761.1	467	-	chromosomal replication initiation protein
chr	NC_012967.1	3844697	3844837	+	8178767	rpmH	ECB_03586	YP_003046762.1	46	-	50S ribosomal protein L34
chr	NC_012967.1	3844854	3845213	+	8177760	rnpA	ECB_03587	YP_003046763.1	119	-	ribonuclease P
chr	NC_012967.1	3845177	3845434	+	8177761	yidD	ECB_03588	YP_003046764.1	85	-	hypothetical protein ECB_03588
chr	NC_012967.1	3845437	3847083	+	8177762	yidC	ECB_03589	YP_003046765.1	548	-	putative inner membrane protein translocase component YidC
chr	NC_012967.1	3847189	3848553	+	8177763	trmE	ECB_03590	YP_003046766.1	454	-	tRNA modification GTPase TrmE
chr	NC_012967.1	3848796	3848870	+	8179294	tnaL	ECB_03591	YP_003046767.1	24	-	tryptophanase leader peptide
chr	NC_012967.1	3849091	3850506	+	8177764	tnaA	ECB_03592	YP_003046768.1	471	-	tryptophanase
chr	NC_012967.1	3850597	3851844	+	8177765	tnaB	ECB_03593	YP_003046769.1	415	-	tryptophan permease TnaB
chr	NC_012967.1	3851976	3853151	+	8179295	yidY	ECB_03594	YP_003046770.1	391	-	multidrug efflux system protein MdtL
chr	NC_012967.1	3853126	3854085	+	8177766	yidZ	ECB_03595	YP_003046771.1	319	-	DNA-binding transcriptional regulator YidZ
chr	NC_012967.1	3854230	3854991	+	8178768	yieE	ECB_03596	YP_003046772.1	253	-	putative phosphopantetheinyl transferase
chr	NC_012967.1	3855013	3855579	+	8177767	yieF	ECB_03597	YP_003046773.1	188	-	chromate reductase, Class I, flavoprotein
chr	NC_012967.1	3855633	3856970	-	8177768	yieG	ECB_03598	YP_003046774.1	445	-	putative inner membrane protein
chr	NC_012967.1	3857137	3857802	+	8177769	yieH	ECB_03599	YP_003046775.1	221	-	6-phosphogluconate phosphatase
chr	NC_012967.1	3857869	3858342	+	8177770	yieI	ECB_03600	YP_003046776.1	157	-	putative inner membrane protein
chr	NC_012967.1	3858391	3858978	+	8178769	yieJ	ECB_03601	YP_003046777.1	195	-	hypothetical protein ECB_03601
chr	NC_012967.1	3859040	3859762	-	8177771	yieK	ECB_03602	YP_003046778.1	240	-	putative 6-phosphogluconolactonase
chr	NC_012967.1	3859777	3860973	-	8177772	yieL	ECB_03603	YP_003046779.1	398	-	putative xylanase
chr	NC_012967.1	3860973	3862589	-	8177773	yieC	ECB_03604	YP_003046780.1	538	-	carbohydrate-specific outer membrane porin, cryptic
chr	NC_012967.1	3862675	3864069	-	8177774	bglB	ECB_03605	YP_003046781.1	464	-	cryptic phospho-beta-glucosidase B
chr	NC_012967.1	3864088	3865965	-	8178770	bglF	ECB_03606	YP_003046782.1	625	-	PTS system beta-glucoside-specific transporter subunits IIABC
chr	NC_012967.1	3866098	3866934	-	8177775	bglG	ECB_03607	YP_003046783.1	278	-	transcriptional antiterminator BglG
chr	NC_012967.1	3867220	3867945	-	8177776	phoU	ECB_03608	YP_003046784.1	241	-	transcriptional regulator PhoU
chr	NC_012967.1	3867960	3868733	-	8177777	pstB	ECB_03609	YP_003046785.1	257	-	phosphate transporter ATP-binding protein
chr	NC_012967.1	3868916	3869806	-	8177778	pstA	ECB_03610	YP_003046786.1	296	-	phosphate transporter permease PtsA
chr	NC_012967.1	3869806	3870765	-	8179296	pstC	ECB_03611	YP_003046787.1	319	-	phosphate transporter permease PstC
chr	NC_012967.1	3870851	3871891	-	8177779	pstS	ECB_03612	YP_003046788.1	346	-	phosphate ABC transporter periplasmic substrate-binding protein PstS
chr	NC_012967.1	3872205	3874034	-	8177780	glmS	ECB_03613	YP_003046789.1	609	-	glucosamine--fructose-6-phosphate aminotransferase
